-176.5197,-19.6133,774.72535
-333.4261,49.03325,921.8251
-274.5862,68.64655,892.40515
-284.39285,29.41995,912.01845
-274.5862,9.80665,843.3719
-264.77955,0,931.63175
-254.9729,-19.6133,931.63175
-235.3596,0,912.01845
-254.9729,68.64655,882.5985
-264.77955,58.8399,902.2118
-264.77955,49.03325,921.8251
-304.00615,68.64655,931.63175
-313.8128,58.8399,941.4384
-323.61945,58.8399,941.4384
-313.8128,58.8399,941.4384
-323.61945,58.8399,921.8251
-313.8128,68.64655,902.2118
-313.8128,78.4532,902.2118
-304.00615,78.4532,902.2118
-313.8128,78.4532,902.2118
-313.8128,78.4532,892.40515
-304.00615,68.64655,902.2118
-274.5862,58.8399,882.5985
-294.1995,68.64655,872.79185
-304.00615,68.64655,892.40515
-294.1995,49.03325,902.2118
-294.1995,39.2266,921.8251
-304.00615,49.03325,941.4384
-313.8128,49.03325,941.4384
-313.8128,58.8399,941.4384
-304.00615,49.03325,921.8251
-294.1995,58.8399,921.8251
-294.1995,58.8399,921.8251
-294.1995,49.03325,912.01845
-294.1995,39.2266,912.01845
-294.1995,58.8399,902.2118
-304.00615,68.64655,912.01845
-304.00615,58.8399,902.2118
-294.1995,39.2266,902.2118
-304.00615,39.2266,912.01845
-294.1995,58.8399,902.2118
-294.1995,58.8399,882.5985
-294.1995,49.03325,892.40515
-284.39285,49.03325,902.2118
-294.1995,49.03325,921.8251
-294.1995,49.03325,921.8251
-304.00615,39.2266,921.8251
-304.00615,49.03325,921.8251
-294.1995,58.8399,912.01845
-284.39285,49.03325,892.40515
-284.39285,49.03325,902.2118
-274.5862,49.03325,902.2118
-294.1995,49.03325,882.5985
-284.39285,58.8399,892.40515
-304.00615,58.8399,912.01845
-313.8128,58.8399,902.2118
-294.1995,39.2266,902.2118
-284.39285,39.2266,902.2118
-294.1995,39.2266,892.40515
-294.1995,39.2266,902.2118
-294.1995,39.2266,912.01845
-284.39285,29.41995,892.40515
-284.39285,39.2266,902.2118
-294.1995,68.64655,912.01845
-294.1995,68.64655,912.01845
-294.1995,68.64655,912.01845
-304.00615,68.64655,912.01845
-304.00615,88.25985,912.01845
-294.1995,88.25985,921.8251
-313.8128,58.8399,912.01845
-304.00615,58.8399,902.2118
-304.00615,58.8399,902.2118
-294.1995,49.03325,902.2118
-284.39285,39.2266,882.5985
-284.39285,39.2266,892.40515
-294.1995,39.2266,902.2118
-294.1995,49.03325,921.8251
-294.1995,39.2266,931.63175
-294.1995,19.6133,931.63175
-304.00615,39.2266,921.8251
-313.8128,49.03325,941.4384
-304.00615,29.41995,941.4384
-304.00615,29.41995,931.63175
-304.00615,39.2266,931.63175
-304.00615,39.2266,931.63175
-313.8128,49.03325,921.8251
-294.1995,58.8399,921.8251
-294.1995,29.41995,892.40515
-294.1995,49.03325,892.40515
-304.00615,68.64655,892.40515
-304.00615,68.64655,882.5985
-323.61945,68.64655,912.01845
-313.8128,49.03325,902.2118
-313.8128,58.8399,902.2118
-284.39285,68.64655,921.8251
-304.00615,58.8399,882.5985
-313.8128,39.2266,892.40515
-304.00615,58.8399,892.40515
-313.8128,58.8399,892.40515
-313.8128,39.2266,912.01845
-284.39285,29.41995,912.01845
-313.8128,39.2266,892.40515
-304.00615,58.8399,912.01845
-313.8128,49.03325,912.01845
-313.8128,49.03325,921.8251
-313.8128,58.8399,921.8251
-333.4261,49.03325,941.4384
-333.4261,49.03325,941.4384
-323.61945,39.2266,931.63175
-313.8128,19.6133,921.8251
-294.1995,19.6133,921.8251
-304.00615,39.2266,921.8251
-313.8128,39.2266,912.01845
-313.8128,29.41995,902.2118
-304.00615,9.80665,912.01845
-294.1995,19.6133,892.40515
-304.00615,19.6133,882.5985
-304.00615,19.6133,882.5985
-313.8128,29.41995,862.9852
-313.8128,29.41995,882.5985
-333.4261,29.41995,892.40515
-333.4261,9.80665,872.79185
-323.61945,0,882.5985
-323.61945,0,862.9852
-323.61945,19.6133,853.17855
-323.61945,29.41995,853.17855
-333.4261,9.80665,862.9852
-323.61945,0,872.79185
-333.4261,0,862.9852
-333.4261,0,862.9852
-323.61945,9.80665,853.17855
-333.4261,9.80665,862.9852
-333.4261,9.80665,872.79185
-343.23275,9.80665,882.5985
-343.23275,19.6133,902.2118
-353.0394,29.41995,902.2118
-353.0394,9.80665,902.2118
-343.23275,9.80665,902.2118
-343.23275,9.80665,882.5985
-343.23275,19.6133,872.79185
-343.23275,29.41995,862.9852
-343.23275,29.41995,853.17855
-343.23275,29.41995,862.9852
-353.0394,19.6133,882.5985
-353.0394,0,892.40515
-343.23275,0,892.40515
-343.23275,0,872.79185
-343.23275,0,872.79185
-333.4261,9.80665,862.9852
-333.4261,9.80665,862.9852
-353.0394,19.6133,872.79185
